,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,datetime
411,12,6836,212,208,3,360,78,1,2022-07-12 00:00:00.411
412,12,6893,6,253,3,360,82,1,2022-07-12 00:00:00.412
413,12,6918,63,208,3,360,82,0,2022-07-12 00:00:00.413
414,12,6930,208,285,3,360,87,1,2022-07-12 00:00:00.414
415,12,6936,265,208,3,360,60,0,2022-07-12 00:00:00.415
416,12,6948,65,208,3,360,146,0,2022-07-12 00:00:00.416
417,12,6949,93,79,3,360,155,0,2022-07-12 00:00:00.417
418,12,6975,80,208,3,360,139,0,2022-07-12 00:00:00.418
419,12,6997,184,208,3,360,44,1,2022-07-12 00:00:00.419
420,12,7006,93,214,3,360,41,0,2022-07-12 00:00:00.420
421,12,7008,55,253,3,360,65,0,2022-07-12 00:00:00.421
422,12,7049,252,214,3,360,48,0,2022-07-12 00:00:00.422
423,12,7763,220,261,3,360,48,0,2022-07-12 00:00:00.423
424,12,7768,255,261,3,360,73,1,2022-07-12 00:00:00.424
425,12,7799,64,261,3,360,89,0,2022-07-12 00:00:00.425
426,13,189,45,208,3,360,135,0,2022-07-12 00:00:00.426
427,13,18,154,79,3,360,146,0,2022-07-12 00:00:00.427
428,13,201,35,134,3,360,103,0,2022-07-12 00:00:00.428
429,13,203,35,208,3,360,171,0,2022-07-12 00:00:00.429
430,13,226,253,35,3,360,342,0,2022-07-12 00:00:00.430
431,13,234,205,208,3,360,96,1,2022-07-12 00:00:00.431
432,13,257,147,208,3,360,156,0,2022-07-12 00:00:00.432
433,13,303,148,253,3,360,404,0,2022-07-12 00:00:00.433
434,13,32,214,79,3,360,146,0,2022-07-12 00:00:00.434
435,13,337,216,208,3,360,137,0,2022-07-12 00:00:00.435
436,13,376,208,216,3,360,125,0,2022-07-12 00:00:00.436
437,13,410,262,79,3,360,144,0,2022-07-12 00:00:00.437
438,13,468,252,253,3,360,130,0,2022-07-12 00:00:00.438
439,13,475,60,208,3,360,133,1,2022-07-12 00:00:00.439
440,13,494,84,208,3,360,80,0,2022-07-12 00:00:00.440
441,13,506,253,217,3,360,120,0,2022-07-12 00:00:00.441
442,13,510,153,253,3,360,95,0,2022-07-12 00:00:00.442
443,13,520,197,208,3,360,84,0,2022-07-12 00:00:00.443
444,13,532,79,208,3,360,141,0,2022-07-12 00:00:00.444
445,13,650,22,134,3,360,94,0,2022-07-12 00:00:00.445
446,13,668,208,159,3,360,127,1,2022-07-12 00:00:00.446
447,13,669,159,208,3,360,150,0,2022-07-12 00:00:00.447
448,13,705,134,208,3,360,131,0,2022-07-12 00:00:00.448
449,13,707,208,79,3,360,160,0,2022-07-12 00:00:00.449
450,13,736,253,153,3,360,98,0,2022-07-12 00:00:00.450
451,13,740,202,79,3,360,146,0,2022-07-12 00:00:00.451
452,13,90,154,253,3,360,89,0,2022-07-12 00:00:00.452
453,13,922,208,134,3,360,108,0,2022-07-12 00:00:00.453
454,14,1050,233,60,3,360,57,0,2022-07-12 00:00:00.454
455,14,1262,183,216,3,360,169,0,2022-07-12 00:00:00.455
456,14,1267,159,216,3,360,57,0,2022-07-12 00:00:00.456
457,14,1296,268,60,3,360,113,0,2022-07-12 00:00:00.457
458,14,1440,33,60,3,360,74,0,2022-07-12 00:00:00.458
459,14,1772,182,60,3,360,152,0,2022-07-12 00:00:00.459
460,14,1997,208,60,3,360,118,0,2022-07-12 00:00:00.460
461,14,2021,35,78,3,360,96,0,2022-07-12 00:00:00.461
462,14,2114,159,35,3,360,62,1,2022-07-12 00:00:00.462
463,14,2115,35,159,3,360,70,0,2022-07-12 00:00:00.463
464,14,2158,78,159,3,360,60,0,2022-07-12 00:00:00.464
465,14,2161,159,78,3,360,59,0,2022-07-12 00:00:00.465
466,14,270,135,217,3,360,172,0,2022-07-12 00:00:00.466
467,14,56,208,216,3,360,119,0,2022-07-12 00:00:00.467
468,14,578,253,217,3,360,111,0,2022-07-12 00:00:00.468
469,14,595,172,217,3,360,174,0,2022-07-12 00:00:00.469
470,14,652,139,217,3,360,235,0,2022-07-12 00:00:00.470
471,14,86,205,217,3,360,175,1,2022-07-12 00:00:00.471
472,14,952,104,216,3,360,157,0,2022-07-12 00:00:00.472
473,14,985,198,60,3,360,108,1,2022-07-12 00:00:00.473
474,15,1067,202,243,3,360,85,1,2022-07-12 00:00:00.474
475,15,109,198,79,3,360,180,0,2022-07-12 00:00:00.475
476,15,1289,111,252,3,360,70,0,2022-07-12 00:00:00.476
477,15,1357,262,207,3,360,80,0,2022-07-12 00:00:00.477
478,15,1851,207,202,3,360,80,1,2022-07-12 00:00:00.478
479,15,1929,154,79,3,360,135,0,2022-07-12 00:00:00.479
480,15,2529,139,79,3,360,185,1,2022-07-12 00:00:00.480
481,15,2643,262,154,3,360,80,1,2022-07-12 00:00:00.481
482,15,2891,175,134,3,360,105,0,2022-07-12 00:00:00.482
483,15,3061,159,175,3,360,150,0,2022-07-12 00:00:00.483
484,15,367,175,33,3,360,85,1,2022-07-12 00:00:00.484
485,15,3,162,75,3,360,70,0,2022-07-12 00:00:00.485
486,15,406,252,153,3,360,140,1,2022-07-12 00:00:00.486
487,15,425,35,175,3,360,175,0,2022-07-12 00:00:00.487
488,15,647,217,79,3,360,105,1,2022-07-12 00:00:00.488
489,15,702,175,153,3,360,245,1,2022-07-12 00:00:00.489
490,15,735,134,79,3,360,240,0,2022-07-12 00:00:00.490
491,15,748,262,79,3,360,145,1,2022-07-12 00:00:00.491
492,15,799,154,253,3,360,80,0,2022-07-12 00:00:00.492
493,15,944,202,207,3,360,75,1,2022-07-12 00:00:00.493
494,16,2143,121,135,3,360,160,1,2022-07-12 00:00:00.494
495,16,2231,146,135,3,360,77,1,2022-07-12 00:00:00.495
496,16,2384,256,135,3,360,55,0,2022-07-12 00:00:00.496
497,16,2485,209,135,3,360,201,0,2022-07-12 00:00:00.497
498,16,2614,61,96,3,360,97,0,2022-07-12 00:00:00.498
499,16,2644,116,135,3,360,81,1,2022-07-12 00:00:00.499
500,16,2652,157,135,3,360,159,1,2022-07-12 00:00:00.500
501,16,2745,33,96,3,360,127,0,2022-07-12 00:00:00.501
502,16,2904,119,58,3,360,58,1,2022-07-12 00:00:00.502
503,16,2997,197,96,3,360,158,1,2022-07-12 00:00:00.503
504,16,3037,54,135,3,360,167,0,2022-07-12 00:00:00.504
505,16,3047,27,135,3,360,116,1,2022-07-12 00:00:00.505
506,16,3066,234,96,3,360,69,0,2022-07-12 00:00:00.506
507,16,3115,228,58,3,360,117,0,2022-07-12 00:00:00.507
508,16,5905,0,208,3,360,136,1,2022-07-12 00:00:00.508
509,16,5924,136,208,3,360,110,1,2022-07-12 00:00:00.509
510,16,5941,279,208,3,360,113,0,2022-07-12 00:00:00.510
511,16,5949,42,208,3,360,159,0,2022-07-12 00:00:00.511
512,16,5958,117,208,3,360,60,0,2022-07-12 00:00:00.512
513,16,5983,58,134,3,360,75,1,2022-07-12 00:00:00.513
514,16,5984,285,134,3,360,95,0,2022-07-12 00:00:00.514
515,16,5986,99,208,3,360,112,1,2022-07-12 00:00:00.515
516,16,5991,290,208,3,360,105,0,2022-07-12 00:00:00.516
517,16,5992,107,208,3,360,96,0,2022-07-12 00:00:00.517
518,17,2692,177,60,3,360,105,0,2022-07-12 00:00:00.518
519,17,2718,194,217,3,360,145,0,2022-07-12 00:00:00.519
520,17,2931,244,217,3,360,146,0,2022-07-12 00:00:00.520
521,17,7218,16,134,3,360,100,0,2022-07-12 00:00:00.521
522,17,7236,238,208,3,360,117,0,2022-07-12 00:00:00.522
523,17,7238,208,147,3,360,135,0,2022-07-12 00:00:00.523
524,17,7287,209,208,3,360,143,0,2022-07-12 00:00:00.524
525,3,742,260,173,3,361,184,0,2022-07-12 00:00:00.525
526,12,6965,19,208,3,361,109,0,2022-07-12 00:00:00.526
527,13,664,253,208,3,361,249,0,2022-07-12 00:00:00.527
528,4,1406,221,135,3,362,188,1,2022-07-12 00:00:00.528
529,12,6497,24,79,3,362,144,0,2022-07-12 00:00:00.529
530,12,6749,230,79,3,362,76,0,2022-07-12 00:00:00.530
531,12,6829,262,253,3,362,48,0,2022-07-12 00:00:00.531
532,12,7052,83,79,3,362,76,0,2022-07-12 00:00:00.532
533,13,59,79,253,3,362,167,0,2022-07-12 00:00:00.533
534,13,635,233,208,3,362,139,0,2022-07-12 00:00:00.534
535,13,675,43,208,3,362,113,0,2022-07-12 00:00:00.535
536,16,5902,218,208,3,362,63,0,2022-07-12 00:00:00.536
537,3,1320,45,35,3,363,77,0,2022-07-12 00:00:00.537
538,3,740,225,148,3,363,237,0,2022-07-12 00:00:00.538
539,5,1943,96,16,3,363,156,0,2022-07-12 00:00:00.539
540,16,2006,120,96,3,363,89,0,2022-07-12 00:00:00.540
541,16,2783,285,135,3,363,142,0,2022-07-12 00:00:00.541
542,9,205,203,128,3,364,33,0,2022-07-12 00:00:00.542
543,12,6495,65,154,3,364,161,0,2022-07-12 00:00:00.543
544,12,6991,27,208,3,364,132,1,2022-07-12 00:00:00.544
545,13,261,253,154,3,364,95,0,2022-07-12 00:00:00.545
546,0,3698,218,197,3,365,100,0,2022-07-12 00:00:00.546
547,0,3964,12,148,3,365,90,1,2022-07-12 00:00:00.547
548,0,4227,109,71,3,365,52,0,2022-07-12 00:00:00.548
549,1,1002,79,80,3,365,125,0,2022-07-12 00:00:00.549
550,1,1331,172,80,3,365,105,0,2022-07-12 00:00:00.550
551,1,1425,268,208,3,365,75,0,2022-07-12 00:00:00.551
552,1,1698,261,80,3,365,170,0,2022-07-12 00:00:00.552
553,1,1851,78,183,3,365,160,1,2022-07-12 00:00:00.553
554,1,1938,197,183,3,365,225,0,2022-07-12 00:00:00.554
555,1,2127,216,183,3,365,175,0,2022-07-12 00:00:00.555
556,1,697,104,80,3,365,190,0,2022-07-12 00:00:00.556
557,1,705,159,80,3,365,250,0,2022-07-12 00:00:00.557
558,2,730,14,252,3,365,205,0,2022-07-12 00:00:00.558
559,2,73,257,149,3,365,42,0,2022-07-12 00:00:00.559
560,3,1235,35,233,3,365,125,0,2022-07-12 00:00:00.560
561,3,451,35,104,3,365,204,0,2022-07-12 00:00:00.561
562,4,1093,61,135,3,365,168,1,2022-07-12 00:00:00.562
563,4,1471,279,135,3,365,95,0,2022-07-12 00:00:00.563
564,4,151,233,135,3,365,180,0,2022-07-12 00:00:00.564
565,4,1831,213,135,3,365,163,0,2022-07-12 00:00:00.565
566,5,1024,22,16,3,365,175,0,2022-07-12 00:00:00.566
567,5,1583,241,71,3,365,141,0,2022-07-12 00:00:00.567
568,5,1937,45,85,3,365,103,0,2022-07-12 00:00:00.568
569,5,1982,177,16,3,365,85,0,2022-07-12 00:00:00.569
570,5,2385,35,71,3,365,145,0,2022-07-12 00:00:00.570
571,5,2931,159,85,3,365,118,0,2022-07-12 00:00:00.571
572,5,2940,202,261,3,365,108,0,2022-07-12 00:00:00.572
573,6,5343,119,16,3,365,130,0,2022-07-12 00:00:00.573
574,8,290,129,16,3,365,112,0,2022-07-12 00:00:00.574
575,8,461,45,16,3,365,126,0,2022-07-12 00:00:00.575
576,10,3074,154,236,3,365,90,0,2022-07-12 00:00:00.576
577,10,3366,47,80,3,365,185,0,2022-07-12 00:00:00.577
578,10,3391,283,80,3,365,60,1,2022-07-12 00:00:00.578
579,10,3894,290,208,3,365,100,1,2022-07-12 00:00:00.579
580,10,4015,147,208,3,365,160,0,2022-07-12 00:00:00.580
581,10,4077,0,208,3,365,140,0,2022-07-12 00:00:00.581
582,11,6358,162,85,3,365,131,0,2022-07-12 00:00:00.582
583,11,6522,216,177,3,365,178,0,2022-07-12 00:00:00.583
584,12,3045,84,184,3,365,66,0,2022-07-12 00:00:00.584
585,12,4794,207,261,3,365,104,0,2022-07-12 00:00:00.585
586,12,6232,100,153,3,365,77,1,2022-07-12 00:00:00.586
587,12,6558,236,79,3,365,129,0,2022-07-12 00:00:00.587
588,12,6722,224,79,3,365,139,1,2022-07-12 00:00:00.588
589,12,6750,208,16,3,365,124,1,2022-07-12 00:00:00.589
590,13,112,207,79,3,365,139,0,2022-07-12 00:00:00.590
591,13,524,208,35,3,365,139,0,2022-07-12 00:00:00.591
592,13,600,208,78,3,365,111,0,2022-07-12 00:00:00.592
593,13,634,208,96,3,365,125,0,2022-07-12 00:00:00.593
594,14,486,236,217,3,365,107,0,2022-07-12 00:00:00.594
595,15,1136,153,154,3,365,65,0,2022-07-12 00:00:00.595
596,15,1426,268,75,3,365,110,1,2022-07-12 00:00:00.596
597,15,1461,79,153,3,365,120,1,2022-07-12 00:00:00.597
598,15,1481,33,79,3,365,185,1,2022-07-12 00:00:00.598
599,15,1687,268,79,3,365,150,1,2022-07-12 00:00:00.599
600,15,1772,253,243,3,365,85,0,2022-07-12 00:00:00.600
601,15,1824,182,45,3,365,110,1,2022-07-12 00:00:00.601
602,15,1945,252,79,3,365,160,1,2022-07-12 00:00:00.602
603,15,2557,268,175,3,365,65,0,2022-07-12 00:00:00.603
604,15,2885,153,79,3,365,115,0,2022-07-12 00:00:00.604
605,15,28,35,45,3,365,110,0,2022-07-12 00:00:00.605
606,15,317,175,79,3,365,170,1,2022-07-12 00:00:00.606
607,15,3842,153,217,3,365,70,0,2022-07-12 00:00:00.607
608,15,388,18,91,3,365,100,1,2022-07-12 00:00:00.608
609,15,410,61,175,3,365,70,1,2022-07-12 00:00:00.609
610,15,673,75,244,3,365,65,0,2022-07-12 00:00:00.610
611,16,2528,182,58,3,365,119,0,2022-07-12 00:00:00.611
612,16,2696,76,58,3,365,54,0,2022-07-12 00:00:00.612
613,16,2995,134,135,3,365,211,0,2022-07-12 00:00:00.613
614,4,689,85,135,3,366,185,0,2022-07-12 00:00:00.614
615,12,6369,280,253,3,367,133,1,2022-07-12 00:00:00.615
616,12,6374,227,253,3,367,88,0,2022-07-12 00:00:00.616
617,17,7305,60,134,3,367,79,0,2022-07-12 00:00:00.617
618,0,3683,250,85,3,370,90,0,2022-07-12 00:00:00.618
619,1,1032,207,80,3,370,180,0,2022-07-12 00:00:00.619
620,1,1354,153,183,3,370,265,0,2022-07-12 00:00:00.620
621,1,1723,45,183,3,370,160,0,2022-07-12 00:00:00.621
622,1,2410,154,80,3,370,185,0,2022-07-12 00:00:00.622
623,1,301,159,208,3,370,160,0,2022-07-12 00:00:00.623
624,1,398,208,159,3,370,120,0,2022-07-12 00:00:00.624
625,1,488,252,80,3,370,230,1,2022-07-12 00:00:00.625
626,1,532,80,233,3,370,145,0,2022-07-12 00:00:00.626
627,1,700,80,159,3,370,190,1,2022-07-12 00:00:00.627
628,1,817,33,80,3,370,130,0,2022-07-12 00:00:00.628
629,2,151,14,211,3,370,95,0,2022-07-12 00:00:00.629
630,2,340,252,202,3,370,122,0,2022-07-12 00:00:00.630
631,2,561,154,214,3,370,147,0,2022-07-12 00:00:00.631
632,5,1453,159,197,3,370,184,0,2022-07-12 00:00:00.632
633,5,1597,216,197,3,370,180,0,2022-07-12 00:00:00.633
634,5,1661,85,16,3,370,136,0,2022-07-12 00:00:00.634
635,5,1815,159,71,3,370,129,0,2022-07-12 00:00:00.635
636,5,2782,198,177,3,370,83,1,2022-07-12 00:00:00.636
637,5,2865,43,16,3,370,154,0,2022-07-12 00:00:00.637
638,5,328,146,16,3,370,83,0,2022-07-12 00:00:00.638
639,6,5176,288,177,3,370,88,0,2022-07-12 00:00:00.639
640,6,5247,78,177,3,370,147,1,2022-07-12 00:00:00.640
641,6,5612,176,16,3,370,68,1,2022-07-12 00:00:00.641
642,6,7119,238,134,3,370,80,0,2022-07-12 00:00:00.642
643,6,7132,47,134,3,370,83,0,2022-07-12 00:00:00.643
644,7,453,159,184,3,370,135,0,2022-07-12 00:00:00.644
645,7,653,16,79,3,370,201,1,2022-07-12 00:00:00.645
646,8,411,229,45,3,370,102,0,2022-07-12 00:00:00.646
647,8,69,134,16,3,370,119,0,2022-07-12 00:00:00.647
648,8,989,221,16,3,370,120,0,2022-07-12 00:00:00.648
649,10,2743,101,80,3,370,195,0,2022-07-12 00:00:00.649
650,10,3612,27,183,3,370,115,0,2022-07-12 00:00:00.650
651,10,3685,177,183,3,370,145,0,2022-07-12 00:00:00.651
652,10,4076,99,208,3,370,130,0,2022-07-12 00:00:00.652
653,10,4117,278,208,3,370,110,0,2022-07-12 00:00:00.653
654,10,4152,21,208,3,370,60,0,2022-07-12 00:00:00.654
655,10,4414,233,148,3,370,95,0,2022-07-12 00:00:00.655
656,10,4419,233,78,3,370,65,1,2022-07-12 00:00:00.656
657,11,6340,96,177,3,370,187,1,2022-07-12 00:00:00.657
658,11,6360,174,85,3,370,107,0,2022-07-12 00:00:00.658
659,11,6397,273,148,3,370,90,0,2022-07-12 00:00:00.659
660,11,6405,120,16,3,370,93,0,2022-07-12 00:00:00.660
661,11,6686,268,71,3,370,73,0,2022-07-12 00:00:00.661
662,11,6770,139,78,3,370,100,0,2022-07-12 00:00:00.662
663,12,4531,102,261,3,370,97,0,2022-07-12 00:00:00.663
664,12,4681,93,261,3,370,113,0,2022-07-12 00:00:00.664
665,12,4682,258,261,3,370,112,0,2022-07-12 00:00:00.665
666,12,4713,230,261,3,370,104,1,2022-07-12 00:00:00.666
667,12,4729,179,261,3,370,112,0,2022-07-12 00:00:00.667
668,12,4756,172,261,3,370,162,1,2022-07-12 00:00:00.668
669,12,6364,246,154,3,370,48,0,2022-07-12 00:00:00.669
670,12,6465,261,154,3,370,120,0,2022-07-12 00:00:00.670
671,12,6674,100,79,3,370,134,0,2022-07-12 00:00:00.671
672,12,6716,69,208,3,370,97,0,2022-07-12 00:00:00.672
673,12,6826,194,253,3,370,35,0,2022-07-12 00:00:00.673
674,12,6850,208,171,3,370,60,1,2022-07-12 00:00:00.674
675,13,414,208,22,3,370,129,0,2022-07-12 00:00:00.675
676,13,732,252,208,3,370,242,0,2022-07-12 00:00:00.676
677,13,893,35,253,3,370,410,0,2022-07-12 00:00:00.677
678,13,966,154,134,3,370,292,0,2022-07-12 00:00:00.678
679,14,1223,273,78,3,370,82,0,2022-07-12 00:00:00.679
680,14,12,262,217,3,370,109,0,2022-07-12 00:00:00.680
681,14,1703,228,78,3,370,87,0,2022-07-12 00:00:00.681
682,14,506,35,217,3,370,364,0,2022-07-12 00:00:00.682
683,14,590,202,217,3,370,112,0,2022-07-12 00:00:00.683
684,14,641,80,217,3,370,157,1,2022-07-12 00:00:00.684
685,15,1105,153,175,3,370,215,0,2022-07-12 00:00:00.685
686,15,1762,202,79,3,370,155,0,2022-07-12 00:00:00.686
687,15,3060,154,217,3,370,75,0,2022-07-12 00:00:00.687
688,15,3684,244,79,3,370,145,0,2022-07-12 00:00:00.688
689,15,3762,197,268,3,370,105,1,2022-07-12 00:00:00.689
690,15,379,202,252,3,370,125,1,2022-07-12 00:00:00.690
691,15,380,253,79,3,370,155,0,2022-07-12 00:00:00.691
692,15,682,18,79,3,370,140,0,2022-07-12 00:00:00.692
693,15,821,202,154,3,370,75,0,2022-07-12 00:00:00.693
694,16,2251,139,96,3,370,114,0,2022-07-12 00:00:00.694
695,16,2323,12,58,3,370,102,0,2022-07-12 00:00:00.695
696,16,2445,35,58,3,370,125,0,2022-07-12 00:00:00.696
697,16,2585,268,96,3,370,137,0,2022-07-12 00:00:00.697
698,16,2718,45,96,3,370,54,0,2022-07-12 00:00:00.698
699,16,5998,237,134,3,370,65,1,2022-07-12 00:00:00.699
700,17,2735,91,217,3,370,80,0,2022-07-12 00:00:00.700
701,17,2933,2,217,3,370,76,0,2022-07-12 00:00:00.701
702,12,6759,162,208,3,371,115,0,2022-07-12 00:00:00.702
703,13,791,153,79,3,371,120,0,2022-07-12 00:00:00.703
704,13,894,79,154,3,371,159,0,2022-07-12 00:00:00.704
705,12,6320,154,243,3,372,48,0,2022-07-12 00:00:00.705
706,13,871,172,79,3,372,118,0,2022-07-12 00:00:00.706
707,16,5950,43,134,3,372,74,0,2022-07-12 00:00:00.707
708,9,107,150,128,3,373,42,0,2022-07-12 00:00:00.708
709,13,243,197,79,3,373,139,0,2022-07-12 00:00:00.709
710,13,796,233,134,3,373,69,0,2022-07-12 00:00:00.710
711,13,812,111,79,3,373,133,0,2022-07-12 00:00:00.711
712,16,3081,42,96,3,373,77,0,2022-07-12 00:00:00.712
713,0,3692,107,85,3,375,130,1,2022-07-12 00:00:00.713
714,0,3751,238,85,3,375,103,0,2022-07-12 00:00:00.714
715,0,3815,223,177,3,375,91,0,2022-07-12 00:00:00.715
716,0,3946,195,177,3,375,118,0,2022-07-12 00:00:00.716
717,0,3997,187,177,3,375,96,0,2022-07-12 00:00:00.717
718,0,4259,222,85,3,375,95,0,2022-07-12 00:00:00.718
719,0,4388,134,85,3,375,108,0,2022-07-12 00:00:00.719
720,0,4390,56,85,3,375,106,0,2022-07-12 00:00:00.720
721,1,2258,244,80,3,375,65,0,2022-07-12 00:00:00.721
722,3,1249,35,134,3,375,100,1,2022-07-12 00:00:00.722
723,4,1576,258,135,3,375,228,0,2022-07-12 00:00:00.723
724,4,1649,104,135,3,375,164,0,2022-07-12 00:00:00.724
725,4,223,252,135,3,375,245,0,2022-07-12 00:00:00.725
726,5,1125,215,16,3,375,116,0,2022-07-12 00:00:00.726
727,5,1244,129,16,3,375,130,0,2022-07-12 00:00:00.727
728,5,1408,79,197,3,375,129,0,2022-07-12 00:00:00.728
729,5,1432,45,177,3,375,147,0,2022-07-12 00:00:00.729
730,5,1516,79,16,3,375,170,0,2022-07-12 00:00:00.730
731,5,1762,33,85,3,375,126,0,2022-07-12 00:00:00.731
732,5,1909,106,16,3,375,146,0,2022-07-12 00:00:00.732
733,5,1999,172,177,3,375,88,0,2022-07-12 00:00:00.733
734,5,2052,198,16,3,375,95,0,2022-07-12 00:00:00.734
735,5,2154,154,16,3,375,252,1,2022-07-12 00:00:00.735
736,5,2570,154,261,3,375,119,0,2022-07-12 00:00:00.736
737,5,2578,243,261,3,375,120,0,2022-07-12 00:00:00.737
738,6,4993,16,85,3,375,110,1,2022-07-12 00:00:00.738
739,6,5075,174,16,3,375,133,0,2022-07-12 00:00:00.739
740,6,5182,115,16,3,375,75,0,2022-07-12 00:00:00.740
741,6,5364,180,177,3,375,76,0,2022-07-12 00:00:00.741
742,6,5611,157,16,3,375,85,0,2022-07-12 00:00:00.742
743,6,7349,204,177,3,375,93,0,2022-07-12 00:00:00.743
744,7,103,197,79,3,375,131,0,2022-07-12 00:00:00.744
745,7,143,129,79,3,375,146,0,2022-07-12 00:00:00.745
746,7,192,76,79,3,375,189,0,2022-07-12 00:00:00.746
747,7,262,268,79,3,375,144,0,2022-07-12 00:00:00.747
748,7,319,78,184,3,375,130,0,2022-07-12 00:00:00.748
749,7,38,252,79,3,375,154,0,2022-07-12 00:00:00.749
750,7,496,48,79,3,375,202,1,2022-07-12 00:00:00.750
751,8,582,119,45,3,375,95,0,2022-07-12 00:00:00.751
752,8,656,244,16,3,375,131,0,2022-07-12 00:00:00.752
753,8,96,233,16,3,375,85,0,2022-07-12 00:00:00.753
754,10,2810,256,80,3,375,60,0,2022-07-12 00:00:00.754
755,10,3314,109,80,3,375,165,0,2022-07-12 00:00:00.755
756,10,3600,54,183,3,375,105,0,2022-07-12 00:00:00.756
757,10,4199,94,208,3,375,85,0,2022-07-12 00:00:00.757
758,10,4503,61,148,3,375,105,0,2022-07-12 00:00:00.758
759,10,4576,159,60,3,375,120,0,2022-07-12 00:00:00.759
760,10,4590,197,159,3,375,164,0,2022-07-12 00:00:00.760
761,10,4599,159,197,3,375,175,0,2022-07-12 00:00:00.761
762,11,6566,234,148,3,375,85,0,2022-07-12 00:00:00.762
763,11,6594,27,159,3,375,150,1,2022-07-12 00:00:00.763
764,12,4478,208,261,3,375,205,1,2022-07-12 00:00:00.764
765,12,4553,154,153,3,375,70,0,2022-07-12 00:00:00.765
766,12,4654,127,261,3,375,69,0,2022-07-12 00:00:00.766
767,12,6463,262,154,3,375,95,0,2022-07-12 00:00:00.767
768,12,6992,82,208,3,375,90,0,2022-07-12 00:00:00.768
769,13,33,80,79,3,375,136,0,2022-07-12 00:00:00.769
770,14,1125,22,60,3,375,140,0,2022-07-12 00:00:00.770
771,14,1433,35,60,3,375,152,0,2022-07-12 00:00:00.771
772,14,1517,22,78,3,375,81,1,2022-07-12 00:00:00.772
773,14,1626,60,159,3,375,100,0,2022-07-12 00:00:00.773
774,14,1812,216,35,3,375,74,0,2022-07-12 00:00:00.774
775,15,1056,268,153,3,375,235,1,2022-07-12 00:00:00.775
776,15,107,175,216,3,375,125,0,2022-07-12 00:00:00.776
777,15,1155,207,217,3,375,70,0,2022-07-12 00:00:00.777
778,15,1199,204,129,3,375,85,1,2022-07-12 00:00:00.778
779,15,1320,153,252,3,375,165,0,2022-07-12 00:00:00.779
780,15,1400,79,175,3,375,145,0,2022-07-12 00:00:00.780
781,15,1628,75,129,3,375,60,1,2022-07-12 00:00:00.781
782,15,1636,129,75,3,375,60,0,2022-07-12 00:00:00.782
783,15,1657,91,244,3,375,80,0,2022-07-12 00:00:00.783
784,15,1915,22,45,3,375,80,1,2022-07-12 00:00:00.784
785,15,2377,221,173,3,375,150,1,2022-07-12 00:00:00.785
786,15,2706,91,18,3,375,85,0,2022-07-12 00:00:00.786
787,15,3756,154,262,3,375,80,0,2022-07-12 00:00:00.787
788,15,3915,18,129,3,375,50,1,2022-07-12 00:00:00.788
789,15,532,217,175,3,375,200,1,2022-07-12 00:00:00.789
790,15,568,27,217,3,375,240,1,2022-07-12 00:00:00.790
791,15,685,205,268,3,375,70,0,2022-07-12 00:00:00.791
792,15,697,155,18,3,375,70,0,2022-07-12 00:00:00.792
793,15,6,68,129,3,375,50,0,2022-07-12 00:00:00.793
794,15,756,175,172,3,375,95,1,2022-07-12 00:00:00.794
795,15,840,79,217,3,375,120,0,2022-07-12 00:00:00.795
796,15,912,202,264,3,375,85,1,2022-07-12 00:00:00.796
797,16,2046,10,135,3,375,62,0,2022-07-12 00:00:00.797
798,16,2072,234,135,3,375,199,1,2022-07-12 00:00:00.798
799,16,2175,33,135,3,375,134,0,2022-07-12 00:00:00.799
800,16,2535,251,96,3,375,114,0,2022-07-12 00:00:00.800
801,16,2853,76,96,3,375,108,0,2022-07-12 00:00:00.801
802,16,2946,147,96,3,375,132,0,2022-07-12 00:00:00.802
803,17,2631,96,60,3,375,115,0,2022-07-12 00:00:00.803
804,17,2924,18,217,3,375,148,0,2022-07-12 00:00:00.804
805,9,113,128,161,3,376,35,0,2022-07-12 00:00:00.805
806,13,472,262,208,3,376,245,0,2022-07-12 00:00:00.806
807,12,6314,227,154,3,377,47,0,2022-07-12 00:00:00.807
808,13,185,216,253,3,377,389,0,2022-07-12 00:00:00.808
809,13,671,217,253,3,377,138,0,2022-07-12 00:00:00.809
810,12,6438,114,79,3,378,60,0,2022-07-12 00:00:00.810
811,12,6568,243,154,3,378,52,0,2022-07-12 00:00:00.811
812,12,7037,67,79,3,378,69,0,2022-07-12 00:00:00.812
813,13,16,243,208,3,378,244,1,2022-07-12 00:00:00.813
814,13,484,243,79,3,378,149,0,2022-07-12 00:00:00.814
815,11,6621,157,85,3,379,86,0,2022-07-12 00:00:00.815
816,13,988,84,79,3,379,127,0,2022-07-12 00:00:00.816
817,0,3684,221,148,3,380,106,0,2022-07-12 00:00:00.817
818,0,3779,108,177,3,380,67,0,2022-07-12 00:00:00.818
819,0,3934,279,177,3,380,83,0,2022-07-12 00:00:00.819
820,0,4052,75,177,3,380,88,0,2022-07-12 00:00:00.820
821,0,4138,43,85,3,380,85,0,2022-07-12 00:00:00.821
822,1,1096,243,208,3,380,250,0,2022-07-12 00:00:00.822
823,1,1185,233,80,3,380,200,1,2022-07-12 00:00:00.823
824,1,1280,258,80,3,380,215,0,2022-07-12 00:00:00.824
